-85.181808,35.032245,0.0 
-85.181808,35.032245,0.0 
-85.141983,35.057543,0.0 
-85.141983,35.057543,0.0 
-85.13237,35.055856,0.0 
-85.13237,35.055856,0.0 
-85.133743,35.052484,0.0 
-85.133743,35.052484,0.0 
-85.139923,35.051359,0.0 
-85.139923,35.051359,0.0 
-85.145416,35.03843,0.0 
-85.145416,35.03843,0.0 
-85.135803,35.035619,0.0 
-85.135803,35.035619,0.0 
-85.130997,35.039554,0.0 
-85.130997,35.039554,0.0 
-85.12825,35.03843,0.0 
-85.12825,35.03843,0.0 
-85.130997,35.031121,0.0 
-85.130997,35.031121,0.0 
-85.13649,35.031683,0.0 
-85.13649,35.031683,0.0 
-85.150909,35.000191,0.0 
-85.150909,35.000191,0.0 
-85.190048,35.000754,0.0 
-85.190048,35.000754,0.0 
-85.190048,35.008628,0.0 
-85.190048,35.008628,0.0 
-85.170822,35.024936,0.0 
-85.170822,35.024936,0.0 
-85.181808,35.032245,0.0
