-85.295792,35.053608,0.0 
-85.299911,35.049673,0.0 
-85.305405,35.051359,0.0 
-85.306778,35.047425,0.0 
-85.300598,35.042646,0.0 
-85.304375,35.03843,0.0 
-85.307465,35.030277,0.0 
-85.304031,35.028028,0.0 
-85.298538,35.033932,0.0 
-85.292358,35.031402,0.0 
-85.288239,35.034775,0.0 
-85.287552,35.039835,0.0 
-85.293045,35.042084,0.0 
-85.290985,35.044895,0.0 
-85.284805,35.044614,0.0 
-85.281715,35.050797,0.0 
-85.270729,35.058948,0.0 
-85.273132,35.061196,0.0 
-85.247383,35.08817,0.0 
-85.250473,35.098002,0.0 
-85.257339,35.094912,0.0 
-85.264549,35.091822,0.0 
-85.271416,35.086765,0.0 
-85.276566,35.082832,0.0 
-85.276566,35.074965,0.0 
-85.276566,35.066816,0.0 
-85.278282,35.060072,0.0 
-85.283089,35.055856,0.0 
-85.289268,35.05417,0.0 
-85.295792,35.053608,0.0
